epoch,step,train/covariance_offdiag_mean,train/loss,train/subgoal_batch_variance,train/teacher_action_loss,train/teacher_action_mse,train_loss,val/covariance_offdiag_mean,val/loss,val/subgoal_batch_variance,val/teacher_action_loss,val/teacher_action_mse,val_loss
1,229,4.0531158447265625e-05,0.013681435957551003,0.00018978118896484375,0.013681435957551003,0.027362871915102005,0.013681435957551003,,,,,,
1,239,3.814697265625e-05,0.016700346022844315,0.00017833709716796875,0.016700346022844315,0.03340069204568863,0.016700346022844315,,,,,,
1,249,3.1948089599609375e-05,0.008223313838243484,0.00015735626220703125,0.008223313838243484,0.01644662767648697,0.008223313838243484,,,,,,
1,259,4.38690185546875e-05,0.016939284279942513,0.00019073486328125,0.016939284279942513,0.033878568559885025,0.016939284279942513,,,,,,
1,269,3.910064697265625e-05,0.012793113477528095,0.00018405914306640625,0.012793113477528095,0.02558622695505619,0.012793113477528095,,,,,,
1,279,3.790855407714844e-05,0.0070567140355706215,0.00018024444580078125,0.0070567140355706215,0.014113428071141243,0.0070567140355706215,,,,,,
1,289,4.220008850097656e-05,0.009508502669632435,0.0001888275146484375,0.009508502669632435,0.01901700533926487,0.009508502669632435,,,,,,
1,299,4.172325134277344e-05,0.013536079786717892,0.00018405914306640625,0.013536079786717892,0.027072159573435783,0.013536079786717892,,,,,,
1,309,4.363059997558594e-05,0.01300052646547556,0.0002002716064453125,0.01300052646547556,0.02600105293095112,0.01300052646547556,,,,,,
1,319,3.0994415283203125e-05,0.010721037164330482,0.0001621246337890625,0.010721037164330482,0.021442074328660965,0.010721037164330482,,,,,,
1,329,3.886222839355469e-05,0.011282945051789284,0.00018310546875,0.011282945051789284,0.022565890103578568,0.011282945051789284,,,,,,
1,339,3.647804260253906e-05,0.015118317678570747,0.00018024444580078125,0.015118317678570747,0.030242647975683212,0.015118317678570747,,,,,,
1,349,3.0994415283203125e-05,0.01093801949173212,0.00015926361083984375,0.01093801949173212,0.02187603898346424,0.01093801949173212,,,,,,
1,359,4.3392181396484375e-05,0.010606560856103897,0.000194549560546875,0.010606560856103897,0.021213121712207794,0.010606560856103897,,,,,,
1,369,3.719329833984375e-05,0.009423155337572098,0.0001773834228515625,0.009423155337572098,0.018846310675144196,0.009423155337572098,,,,,,
1,379,3.910064697265625e-05,0.011547217145562172,0.00018596649169921875,0.011547217145562172,0.023094434291124344,0.011547217145562172,,,,,,
1,389,3.719329833984375e-05,0.013533145189285278,0.000179290771484375,0.013533145189285278,0.027066290378570557,0.013533145189285278,,,,,,
1,399,4.029273986816406e-05,0.010746007785201073,0.00018787384033203125,0.010746007785201073,0.021492015570402145,0.010746007785201073,,,,,,
1,399,,,,,,,5.798041911475593e-06,0.011964276432991028,1.4165043467073701e-05,0.011964276432991028,0.023935001343488693,0.011964276432991028
2,409,4.315376281738281e-05,0.015137205831706524,0.000202178955078125,0.015137205831706524,0.030274411663413048,0.015137205831706524,,,,,,
2,419,4.673004150390625e-05,0.007608694490045309,0.0002117156982421875,0.007608694490045309,0.015217388980090618,0.007608694490045309,,,,,,
2,429,4.553794860839844e-05,0.00997699424624443,0.0001964569091796875,0.00997699424624443,0.01995398849248886,0.00997699424624443,,,,,,
2,439,4.0531158447265625e-05,0.012694023549556732,0.0001888275146484375,0.012694023549556732,0.025388047099113464,0.012694023549556732,,,,,,
2,449,3.814697265625e-05,0.011030305176973343,0.00019073486328125,0.011030305176973343,0.022256869822740555,0.011030305176973343,,,,,,
2,459,5.030632019042969e-05,0.012225180864334106,0.00021457672119140625,0.012225180864334106,0.024450361728668213,0.012225180864334106,,,,,,
2,469,4.506111145019531e-05,0.008012712001800537,0.0002040863037109375,0.008012712001800537,0.016025424003601074,0.008012712001800537,,,,,,
2,479,4.8160552978515625e-05,0.018345080316066742,0.00020313262939453125,0.018345080316066742,0.03671256825327873,0.018345080316066742,,,,,,
2,489,5.340576171875e-05,0.013286905363202095,0.00022602081298828125,0.013286905363202095,0.02657381072640419,0.013286905363202095,,,,,,
2,499,4.5299530029296875e-05,0.010958727449178696,0.00019168853759765625,0.010958727449178696,0.02191745489835739,0.010958727449178696,,,,,,
2,509,4.38690185546875e-05,0.015416973270475864,0.0002040863037109375,0.015416973270475864,0.03083394654095173,0.015416973270475864,,,,,,
2,519,4.601478576660156e-05,0.011242344975471497,0.0002155303955078125,0.011242344975471497,0.022484689950942993,0.011242344975471497,,,,,,
2,529,3.981590270996094e-05,0.015011953189969063,0.00019359588623046875,0.015011953189969063,0.030023906379938126,0.015011953189969063,,,,,,
2,539,5.14984130859375e-05,0.012018699198961258,0.00021266937255859375,0.012018699198961258,0.024037398397922516,0.012018699198961258,,,,,,
2,549,4.4345855712890625e-05,0.007091717794537544,0.0002117156982421875,0.007091717794537544,0.014183435589075089,0.007091717794537544,,,,,,
2,559,5.0067901611328125e-05,0.01558202225714922,0.000225067138671875,0.01558202225714922,0.03116404451429844,0.01558202225714922,,,,,,
2,569,3.790855407714844e-05,0.00874307844787836,0.0001811981201171875,0.00874307844787836,0.01748615689575672,0.00874307844787836,,,,,,
2,579,5.507469177246094e-05,0.012796686962246895,0.00021648406982421875,0.012796686962246895,0.02559337392449379,0.012796686962246895,,,,,,
2,589,5.078315734863281e-05,0.01613413542509079,0.0002269744873046875,0.01613413542509079,0.03226827085018158,0.01613413542509079,,,,,,
2,599,4.9114227294921875e-05,0.012235231697559357,0.000217437744140625,0.012235231697559357,0.024470463395118713,0.012235231697559357,,,,,,
2,599,,,,,,,1.1786818504333496e-05,0.01134554110467434,2.856254650396295e-05,0.01134554110467434,0.02269429713487625,0.01134554110467434
