epoch,step,train/covariance_offdiag_mean,train/loss,train/subgoal_batch_variance,train/teacher_action_loss,train/teacher_action_mse,train_loss,val/covariance_offdiag_mean,val/loss,val/subgoal_batch_variance,val/teacher_action_loss,val/teacher_action_mse,val_loss
1,299,2.9087066650390625e-05,0.014913599006831646,0.0001373291015625,0.014913599006831646,0.029827198013663292,0.014913599006831646,,,,,,
1,309,2.1338462829589844e-05,0.01421272475272417,0.00011920928955078125,0.01421272475272417,0.02842544950544834,0.01421272475272417,,,,,,
1,319,3.075599670410156e-05,0.014259138144552708,0.00015163421630859375,0.014259138144552708,0.028518276289105415,0.014259138144552708,,,,,,
1,329,2.562999725341797e-05,0.019443698227405548,0.00013446807861328125,0.019443698227405548,0.04079122096300125,0.019443698227405548,,,,,,
1,339,2.586841583251953e-05,0.018841994926333427,0.0001316070556640625,0.018841994926333427,0.037683989852666855,0.018841994926333427,,,,,,
1,349,2.872943878173828e-05,0.020406126976013184,0.00014400482177734375,0.020406126976013184,0.04081225395202637,0.020406126976013184,,,,,,
1,359,2.849102020263672e-05,0.008852986618876457,0.0001430511474609375,0.008852986618876457,0.017705973237752914,0.008852986618876457,,,,,,
1,369,3.170967102050781e-05,0.009044467471539974,0.000152587890625,0.009044467471539974,0.01808893494307995,0.009044467471539974,,,,,,
1,379,2.9802322387695312e-05,0.012755950912833214,0.00014591217041015625,0.012755950912833214,0.025511901825666428,0.012755950912833214,,,,,,
1,389,2.968311309814453e-05,0.012419511564075947,0.000152587890625,0.012419511564075947,0.024839023128151894,0.012419511564075947,,,,,,
1,399,3.0517578125e-05,0.008103662170469761,0.00015163421630859375,0.008103662170469761,0.016207324340939522,0.008103662170469761,,,,,,
1,399,,,,,,,4.023313522338867e-06,0.011900011450052261,1.059025544236647e-05,0.011900011450052261,0.023804165422916412,0.011900011450052261
2,409,3.647804260253906e-05,0.014472011476755142,0.0001735687255859375,0.014472011476755142,0.028948726132512093,0.014472011476755142,,,,,,
2,419,3.123283386230469e-05,0.009139006957411766,0.000148773193359375,0.009139006957411766,0.018278013914823532,0.009139006957411766,,,,,,
2,429,3.695487976074219e-05,0.01212095282971859,0.0001621246337890625,0.01212095282971859,0.02424190565943718,0.01212095282971859,,,,,,
2,439,2.7894973754882812e-05,0.012163002043962479,0.00013637542724609375,0.012163002043962479,0.024326004087924957,0.012163002043962479,,,,,,
2,449,2.753734588623047e-05,0.02420952171087265,0.00014209747314453125,0.02420952171087265,0.0484190434217453,0.02420952171087265,,,,,,
2,459,3.218650817871094e-05,0.010426502674818039,0.00014781951904296875,0.010426502674818039,0.020853005349636078,0.010426502674818039,,,,,,
2,469,4.00543212890625e-05,0.008721111342310905,0.0001773834228515625,0.008721111342310905,0.01744222268462181,0.008721111342310905,,,,,,
2,479,2.7894973754882812e-05,0.015405295416712761,0.00014400482177734375,0.015405295416712761,0.030810590833425522,0.015405295416712761,,,,,,
2,489,2.956390380859375e-05,0.012453889474272728,0.0001468658447265625,0.012453889474272728,0.024907778948545456,0.012453889474272728,,,,,,
2,499,3.337860107421875e-05,0.00922528374940157,0.00015926361083984375,0.00922528374940157,0.01845056749880314,0.00922528374940157,,,,,,
2,509,3.528594970703125e-05,0.008481603115797043,0.0001678466796875,0.008481603115797043,0.016963206231594086,0.008481603115797043,,,,,,
2,519,3.4332275390625e-05,0.02035732939839363,0.00016021728515625,0.02035732939839363,0.04071465879678726,0.02035732939839363,,,,,,
2,529,3.266334533691406e-05,0.01017018686980009,0.00015544891357421875,0.01017018686980009,0.02034037373960018,0.01017018686980009,,,,,,
2,539,3.600120544433594e-05,0.012083999812602997,0.00017070770263671875,0.012083999812602997,0.024167999625205994,0.012083999812602997,,,,,,
2,549,3.147125244140625e-05,0.006007957272231579,0.00015926361083984375,0.006007957272231579,0.012015914544463158,0.006007957272231579,,,,,,
2,559,3.337860107421875e-05,0.00828598067164421,0.00016689300537109375,0.00828598067164421,0.01657196134328842,0.00828598067164421,,,,,,
2,569,3.7670135498046875e-05,0.012408939190208912,0.00018024444580078125,0.012408939190208912,0.024817878380417824,0.012408939190208912,,,,,,
2,579,3.814697265625e-05,0.009963298216462135,0.00017547607421875,0.009963298216462135,0.01992659643292427,0.009963298216462135,,,,,,
2,589,4.124641418457031e-05,0.013005344197154045,0.0001773834228515625,0.013005344197154045,0.02601068839430809,0.013005344197154045,,,,,,
2,599,3.4809112548828125e-05,0.0074060289189219475,0.0001678466796875,0.0074060289189219475,0.014812057837843895,0.0074060289189219475,,,,,,
2,599,,,,,,,1.0351836863264907e-05,0.010893607512116432,2.3740529286442325e-05,0.010893607512116432,0.021794117987155914,0.010893607512116432
